#最大Miese应力(MPa)   最大Miese应变  密度kg/m^3  弹模GPa  转速r/min 
6.67090000e+02 6.68549252e-03 8.203158758436544304e+03 1.734398046766530399e+02 1.887445307289170887e+04 
7.02303000e+02 7.09465142e-03 8.555468015340515194e+03 1.720601074515456048e+02 1.896198248465641518e+04 
7.01567000e+02 7.02543994e-03 8.468032996885700413e+03 1.735735737728067534e+02 1.904951189642112149e+04 
6.71739000e+02 6.74318202e-03 8.002715349826876263e+03 1.731544898847794514e+02 1.917561305783337593e+04 
6.73553000e+02 7.11677502e-03 7.952132185772609773e+03 1.645026150954209925e+02 1.926314246959808224e+04 
5.92426000e+02 5.92839197e-03 8.137986819130534059e+03 1.737039246974554771e+02 1.786267188136278855e+04 
5.99845000e+02 6.22442111e-03 8.159100513850695279e+03 1.675124873355608486e+02 1.795020129312749123e+04 
5.98970000e+02 6.00977326e-03 8.068461597537315356e+03 1.732435938357204179e+02 1.803773070489219754e+04 
6.07749000e+02 6.08722792e-03 8.107238068125550853e+03 1.735458473424851604e+02 1.812526011665690385e+04 
6.26357000e+02 6.26344638e-03 8.274150643944523836e+03 1.738260019662821492e+02 1.821278952842161016e+04 
6.05623000e+02 6.29168476e-03 7.925162408650405268e+03 1.673165780397808931e+02 1.830031894018631647e+04 
6.34590000e+02 6.34252570e-03 8.223567479890256436e+03 1.739137973328041937e+02 1.838784835195102278e+04 
6.27908000e+02 6.28190310e-03 8.060433877954063064e+03 1.737439894557011826e+02 1.847537776371572909e+04 
6.52894000e+02 6.68540789e-03 8.301120421066727431e+03 1.697509835209849030e+02 1.856290717548043540e+04 
6.62150000e+02 6.97325289e-03 8.339896891654962019e+03 1.650475188674658966e+02 1.865043658724513807e+04 
6.78329000e+02 6.81351039e-03 8.462877069261581710e+03 1.730466049826196695e+02 1.873796599900984438e+04 
6.80359000e+02 6.84860396e-03 8.409422113248181631e+03 1.726752988831923687e+02 1.882549541077455069e+04 
6.88326000e+02 7.03936102e-03 8.429256526297464006e+03 1.699608561563335911e+02 1.891302482253925700e+04 
6.88207000e+02 6.90663406e-03 8.350093669007514109e+03 1.731990856836562784e+02 1.900055423430396331e+04 
7.09231000e+02 7.09834494e-03 8.525751525012887214e+03 1.736665178631128867e+02 1.908808364606866962e+04 
6.72817000e+02 6.70058074e-03 7.918485256848337485e+03 1.745345776909953202e+02 1.929268119988285252e+04 
5.81720000e+02 6.02223769e-03 7.965218160909518701e+03 1.679056870295942190e+02 1.789221061164755884e+04 
5.90319000e+02 5.88053943e-03 8.003994631497754199e+03 1.744945129327496147e+02 1.797974002341226515e+04 
5.99021000e+02 6.04800341e-03 8.042771102085988787e+03 1.721628129851129643e+02 1.806726943517696782e+04 
6.07801000e+02 6.16495191e-03 8.081547572674224284e+03 1.713722247498188551e+02 1.815479884694167413e+04 
6.08539000e+02 6.30373260e-03 8.013835091829429985e+03 1.678005661751219009e+02 1.824232825870638044e+04 
6.30404000e+02 6.47043677e-03 8.221380162135821593e+03 1.693507273954801065e+02 1.832985767047108675e+04 
6.21274000e+02 6.18448762e-03 8.025963561057145853e+03 1.746165902015762867e+02 1.841738708223579306e+04 
6.52889000e+02 6.50509878e-03 8.352982866791871857e+03 1.744571060984069959e+02 1.850491649400049937e+04 
6.30120000e+02 6.41775401e-03 7.987187090468910355e+03 1.706636490251056841e+02 1.859244590576520568e+04 
6.62245000e+02 6.61203743e-03 8.314206396203637269e+03 1.740942568072447898e+02 1.867997531752991199e+04 
6.62233000e+02 6.59170385e-03 8.236653455027166274e+03 1.746277814532079162e+02 1.876750472929461830e+04 
6.64043000e+02 6.61713981e-03 8.182603691547586095e+03 1.744318721574279607e+02 1.885503414105932097e+04 
6.91575000e+02 6.89405904e-03 8.442210984460632972e+03 1.743641620081008625e+02 1.894256355282402728e+04 
7.04925000e+02 7.25850012e-03 8.526300429259581506e+03 1.688023179307204487e+02 1.903009296458873359e+04 
7.09929000e+02 7.24671473e-03 8.508088749144813846e+03 1.702774517354765749e+02 1.911762237635343990e+04 
7.19763000e+02 7.17936860e-03 8.546865219733048434e+03 1.742564753537805871e+02 1.920515178811814621e+04 
